GHS-NRO;GHM-NRO;SEU-BAS;SEU-HAU;GHS-PRI;EXB-FORFAIT;EXB-JOURNALIER;EXH-PRI;CMD-COD;DCS-MCO;GHS-LIB;DATE-EFFET
413;02C024;0;0;13077,27;0;0;0;;;Interventions sur la rétine, niveau 4;01/03/2017
414;02C02J;0;0;2435;0;0;0;;;Interventions sur la rétine, en ambulatoire;01/03/2017
415;02C031;0;5;2164,96;0;0;253,28;;;Interventions sur l'orbite, niveau 1;01/03/2017
416;02C032;0;15;4716,06;0;0;252,14;;;Interventions sur l'orbite, niveau 2;01/03/2017
417;02C033;0;31;8750,32;0;0;625,49;;;Interventions sur l'orbite, niveau 3;01/03/2017
418;02C034;0;0;14515,81;0;0;0;;;Interventions sur l'orbite, niveau 4;01/03/2017
419;02C03J;0;0;2164,96;0;0;0;;;Interventions sur l'orbite, en ambulatoire;01/03/2017
420;02C051;0;3;1253,7;0;0;163,87;;;Interventions sur le cristallin avec ou sans vitrectomie, niveau 1;01/03/2017
421;02C052;0;14;3612,45;0;0;145,34;;;Interventions sur le cristallin avec ou sans vitrectomie, niveau 2;01/03/2017
422;02C053;0;44;7972,51;0;0;459,37;;;Interventions sur le cristallin avec ou sans vitrectomie, niveau 3;01/03/2017
423;02C054;0;0;10475,69;0;0;0;;;Interventions sur le cristallin avec ou sans vitrectomie, niveau 4;01/03/2017
424;02C05J;0;0;1253,7;0;0;0;;;Interventions sur le cristallin avec ou sans vitrectomie, en ambulatoire;01/03/2017
425;02C061;0;5;1074,45;0;0;357,7;;;Interventions primaires sur l'iris, niveau 1;01/03/2017
426;02C062;0;0;4404,92;0;0;0;;;Interventions primaires sur l'iris, niveau 2;01/03/2017
427;02C063;0;0;9629,55;0;0;0;;;Interventions primaires sur l'iris, niveau 3;01/03/2017
428;02C064;0;0;12562,63;0;0;0;;;Interventions primaires sur l'iris, niveau 4;01/03/2017
429;02C06J;0;0;1074,45;0;0;0;;;Interventions primaires sur l'iris, en ambulatoire;01/03/2017
430;02C071;0;3;836,03;0;0;385,5;;;Autres interventions extraoculaires, âge inférieur à 18 ans, niveau 1;01/03/2017
431;02C072;0;0;3625,89;0;0;0;;;Autres interventions extraoculaires, âge inférieur à 18 ans, niveau 2;01/03/2017
432;02C073;0;0;8023,69;0;0;0;;;Autres interventions extraoculaires, âge inférieur à 18 ans, niveau 3;01/03/2017
433;02C074;0;0;10467,61;0;0;0;;;Autres interventions extraoculaires, âge inférieur à 18 ans, niveau 4;01/03/2017
434;02C07J;0;0;836,03;0;0;0;;;Autres interventions extraoculaires, âge inférieur à 18 ans, en ambulatoire;01/03/2017
435;02C081;0;3;1129,21;0;0;191,21;;;Autres interventions extraoculaires, âge supérieur à 17 ans, niveau 1;01/03/2017
436;02C082;0;13;3474,08;0;0;167,17;;;Autres interventions extraoculaires, âge supérieur à 17 ans, niveau 2;01/03/2017
437;02C083;0;31;6483,22;0;0;471,75;;;Autres interventions extraoculaires, âge supérieur à 17 ans, niveau 3;01/03/2017
438;02C084;0;39;11344,24;0;0;724,64;;;Autres interventions extraoculaires, âge supérieur à 17 ans, niveau 4;01/03/2017
439;02C08J;0;0;1129,21;0;0;0;;;Autres interventions extraoculaires, âge supérieur à 17 ans, en ambulatoire;01/03/2017
440;02C091;0;6;2920,81;0;0;110,53;;;Allogreffes de cornée, niveau 1;01/03/2017
441;02C092;0;18;4247,22;0;0;376,6;;;Allogreffes de cornée, niveau 2;01/03/2017
442;02C093;0;0;7419,26;0;0;0;;;Allogreffes de cornée, niveau 3;01/03/2017
443;02C094;0;0;12082,4;0;0;0;;;Allogreffes de cornée, niveau 4;01/03/2017
444;02C09J;0;0;2920,81;0;0;0;;;Allogreffes de cornée, en ambulatoire;01/03/2017
445;02C101;0;9;1800,67;0;0;233,22;;;Autres interventions intraoculaires pour affections sévères, niveau 1;01/03/2017
446;02C102;0;14;4552,12;0;0;164,29;;;Autres interventions intraoculaires pour affections sévères, niveau 2;01/03/2017
447;02C103;0;37;8330,72;0;0;532,32;;;Autres interventions intraoculaires pour affections sévères, niveau 3;01/03/2017
448;02C104;0;0;16845,4;0;0;0;;;Autres interventions intraoculaires pour affections sévères, niveau 4;01/03/2017
449;02C10J;0;0;1800,67;0;0;0;;;Autres interventions intraoculaires pour affections sévères, en ambulatoire;01/03/2017
450;02C111;0;4;1080,07;0;0;214,09;;;Autres interventions intraoculaires en dehors des affections sévères, niveau 1;01/03/2017
451;02C112;0;16;3649,12;0;0;364,05;;;Autres interventions intraoculaires en dehors des affections sévères, niveau 2;01/03/2017
452;02C113;0;0;10171,04;0;0;0;;;Autres interventions intraoculaires en dehors des affections sévères, niveau 3;01/03/2017
453;02C114;0;0;13268,89;0;0;0;;;Autres interventions intraoculaires en dehors des affections sévères, niveau 4;01/03/2017
454;02C11J;0;0;1080,07;0;0;0;;;Autres interventions intraoculaires en dehors des affections sévères, en ambulatoire;01/03/2017
455;02C121;0;3;1885,76;0;0;182,32;;;Interventions sur le cristallin avec trabéculectomie, niveau 1;01/03/2017
456;02C122;0;14;3891,27;0;0;397,45;;;Interventions sur le cristallin avec trabéculectomie, niveau 2;01/03/2017
457;02C123;0;0;8827,04;0;0;0;;;Interventions sur le cristallin avec trabéculectomie, niveau 3;01/03/2017
458;02C124;0;0;11515,68;0;0;0;;;Interventions sur le cristallin avec trabéculectomie, niveau 4;01/03/2017
459;02C12J;0;0;1885,76;0;0;0;;;Interventions sur le cristallin avec trabéculectomie, en ambulatoire;01/03/2017
460;02C091;0;6;1981,24;0;0;110,53;;;Allogreffes de cornée, niveau 1;01/03/2017
461;02C092;0;18;3307,66;0;0;293,29;;;Allogreffes de cornée, niveau 2;01/03/2017
462;02C093;0;0;6479,69;0;0;0;;;Allogreffes de cornée, niveau 3;01/03/2017
463;02C094;0;0;11142,84;0;0;0;;;Allogreffes de cornée, niveau 4;01/03/2017
464;02C09J;0;0;1981,24;0;0;0;;;Allogreffes de cornée, en ambulatoire;01/03/2017
465;02C131;0;3;1345,32;0;0;661,8;;;Interventions sur les muscles oculomoteurs, âge inférieur à 18 ans, niveau 1;01/03/2017
466;02C132;0;0;3605,84;0;0;0;;;Interventions sur les muscles oculomoteurs, âge inférieur à 18 ans, niveau 2;01/03/2017
467;02C133;0;0;7909,92;0;0;0;;;Interventions sur les muscles oculomoteurs, âge inférieur à 18 ans, niveau 3;01/03/2017
468;02C134;0;0;10662,34;0;0;0;;;Interventions sur les muscles oculomoteurs, âge inférieur à 18 ans, niveau 4;01/03/2017
469;02C13J;0;0;1345,32;0;0;0;;;Interventions sur les muscles oculomoteurs, âge inférieur à 18 ans, en ambulatoire;01/03/2017
470;02C021;0;3;2968,81;0;0;165,54;;;Interventions sur la rétine, niveau 1;01/03/2017
471;02C022;0;14;4789,76;0;0;547,34;;;Interventions sur la rétine, niveau 2;01/03/2017
472;02C023;0;0;10505,87;0;0;0;;;Interventions sur la rétine, niveau 3;01/03/2017
473;02C024;0;0;13611,07;0;0;0;;;Interventions sur la rétine, niveau 4;01/03/2017
474;02C02J;0;0;2968,81;0;0;0;;;Interventions sur la rétine, en ambulatoire;01/03/2017
506;02M021;0;3;922,48;0;0;221,04;;;Hyphéma, niveau 1;01/03/2017
507;02M022;0;10;2662,64;0;0;203,51;;;Hyphéma, niveau 2;01/03/2017
508;02M023;0;21;4901,27;0;0;345,91;;;Hyphéma, niveau 3;01/03/2017
509;02M024;0;0;6786,47;0;0;0;;;Hyphéma, niveau 4;01/03/2017
510;02M031;0;8;1714,72;0;0;265,27;;;Infections oculaires aiguës sévères, niveau 1;01/03/2017
511;02M032;0;12;3176,98;0;0;198,4;;;Infections oculaires aiguës sévères, niveau 2;01/03/2017
512;02M033;0;18;4367,38;0;0;359,71;;;Infections oculaires aiguës sévères, niveau 3;01/03/2017
513;02M034;0;22;6898,04;0;0;488,14;;;Infections oculaires aiguës sévères, niveau 4;01/03/2017
514;02M041;0;7;1413,33;0;0;179,18;;;Affections oculaires d'origine neurologique, niveau 1;01/03/2017
515;02M042;0;14;2755,47;0;0;166,63;;;Affections oculaires d'origine neurologique, niveau 2;01/03/2017
516;02M043;0;21;3921,87;0;0;282,64;;;Affections oculaires d'origine neurologique, niveau 3;01/03/2017
517;02M044;0;0;6648,73;0;0;0;;;Affections oculaires d'origine neurologique, niveau 4;01/03/2017
518;02M04T;0;0;530,28;0;0;0;;;Affections oculaires d'origine neurologique, très courte durée;01/03/2017
519;02M051;0;4;1097,02;0;0;153,31;;;Autres affections oculaires, âge inférieur à 18 ans, niveau 1;01/03/2017
520;02M052;0;12;2323,51;0;0;318,65;;;Autres affections oculaires, âge inférieur à 18 ans, niveau 2;01/03/2017
521;02M053;0;0;3447,09;0;0;0;;;Autres affections oculaires, âge inférieur à 18 ans, niveau 3;01/03/2017
522;02M054;0;0;5567,1;0;0;0;;;Autres affections oculaires, âge inférieur à 18 ans, niveau 4;01/03/2017
523;02M05T;0;0;630,19;0;0;0;;;Autres affections oculaires, âge inférieur à 18 ans, très courte durée;01/03/2017
524;02M071;2;8;1776,97;0;646,13;202,48;;;Autres affections oculaires d'origine diabétique, âge supérieur à 17 ans, niveau 1;01/03/2017
525;02M072;0;11;2823,44;0;0;147,6;;;Autres affections oculaires d'origine diabétique, âge supérieur à 17 ans, niveau 2;01/03/2017
526;02M073;0;19;4004,23;0;0;324,11;;;Autres affections oculaires d'origine diabétique, âge supérieur à 17 ans, niveau 3;01/03/2017
527;02M074;0;0;7481,07;0;0;0;;;Autres affections oculaires d'origine diabétique, âge supérieur à 17 ans, niveau 4;01/03/2017
528;02M07T;0;0;484,7;0;0;0;;;Autres affections oculaires d'origine diabétique, âge supérieur à 17 ans, très courte durée;01/03/2017
529;02M081;0;4;1221,29;0;0;126,98;;;Autres affections oculaires d'origine non diabétique, âge supérieur à 17 ans, niveau 1;01/03/2017
530;02M082;0;13;3218,05;0;0;76,74;;;Autres affections oculaires d'origine non diabétique, âge supérieur à 17 ans, niveau 2;01/03/2017
531;02M083;0;30;4522,65;0;0;300,18;;;Autres affections oculaires d'origine non diabétique, âge supérieur à 17 ans, niveau 3;01/03/2017
532;02M084;0;0;7705,88;0;0;0;;;Autres affections oculaires d'origine non diabétique, âge supérieur à 17 ans, niveau 4;01/03/2017
533;02M08T;0;0;417,4;0;0;0;;;Autres affections oculaires d'origine non diabétique, âge supérieur à 17 ans, très courte durée;01/03/2017
534;02M09Z;0;0;622,78;0;0;0;;;Explorations et surveillance pour affections de l'oeil;01/03/2017
535;02M10Z;0;22;2580,13;0;0;212,52;;;Symptômes et autres recours aux soins de la CMD 02;01/03/2017
536;02M10T;0;0;526,95;0;0;0;;;Symptômes et autres recours aux soins de la CMD 02, très courte durée;01/03/2017
624;03C051;0;5;3877,27;0;0;592,72;;;Réparations de fissures labiale et palatine, niveau 1;01/03/2017
625;03C052;0;9;6248,15;0;0;931,68;;;Réparations de fissures labiale et palatine, niveau 2;01/03/2017
626;03C053;0;0;12377,08;0;0;0;;;Réparations de fissures labiale et palatine, niveau 3;01/03/2017
627;03C054;0;0;15738,87;0;0;0;;;Réparations de fissures labiale et palatine, niveau 4;01/03/2017
628;03C061;0;4;1893,87;0;0;218,28;;;Interventions sur les sinus et l'apophyse mastoïde, âge inférieur à 18 ans, niveau 1;01/03/2017
629;03C062;0;17;4731,45;0;0;526;;;Interventions sur les sinus et l'apophyse mastoïde, âge inférieur à 18 ans, niveau 2;01/03/2017
630;03C063;0;0;11357,18;0;0;0;;;Interventions sur les sinus et l'apophyse mastoïde, âge inférieur à 18 ans, niveau 3;01/03/2017
631;03C064;0;0;20758,29;0;0;0;;;Interventions sur les sinus et l'apophyse mastoïde, âge inférieur à 18 ans, niveau 4;01/03/2017
632;03C06J;0;0;1893,87;0;0;0;;;Interventions sur les sinus et l'apophyse mastoïde, âge inférieur à 18 ans, en ambulatoire;01/03/2017
633;03C071;0;3;1641,87;0;0;150,7;;;Interventions sur les sinus et l'apophyse mastoïde, âge supérieur à 17 ans, niveau 1;01/03/2017
634;03C072;0;10;3621,31;0;0;116,46;;;Interventions sur les sinus et l'apophyse mastoïde, âge supérieur à 17 ans, niveau 2;01/03/2017
635;03C073;0;37;6765,65;0;0;264,5;;;Interventions sur les sinus et l'apophyse mastoïde, âge supérieur à 17 ans, niveau 3;01/03/2017
636;03C074;7;67;14700,58;0;2644,98;491,98;;;Interventions sur les sinus et l'apophyse mastoïde, âge supérieur à 17 ans, niveau 4;01/03/2017
637;03C07J;0;0;1641,87;0;0;0;;;Interventions sur les sinus et l'apophyse mastoïde, âge supérieur à 17 ans, en ambulatoire;01/03/2017
638;03C091;0;3;1504,78;0;0;406,49;;;Rhinoplasties, niveau 1;01/03/2017
639;03C092;0;8;3537,21;0;0;579,91;;;Rhinoplasties, niveau 2;01/03/2017
640;03C093;0;0;10329,86;0;0;0;;;Rhinoplasties, niveau 3;01/03/2017
641;03C094;0;0;18924,59;0;0;0;;;Rhinoplasties, niveau 4;01/03/2017
642;03C09J;0;0;1504,78;0;0;0;;;Rhinoplasties, en ambulatoire;01/03/2017
643;03C101;0;3;719,53;0;0;324,92;;;Amygdalectomies et/ou adénoïdectomies isolées, âge inférieur à 18 ans, niveau 1;01/03/2017
644;03C102;0;9;2669,02;0;0;428,32;;;Amygdalectomies et/ou adénoïdectomies isolées, âge inférieur à 18 ans, niveau 2;01/03/2017
645;03C103;0;0;6925,06;0;0;0;;;Amygdalectomies et/ou adénoïdectomies isolées, âge inférieur à 18 ans, niveau 3;01/03/2017
646;03C104;0;0;12686,92;0;0;0;;;Amygdalectomies et/ou adénoïdectomies isolées, âge inférieur à 18 ans, niveau 4;01/03/2017
647;03C111;0;3;1064,5;0;0;443,05;;;Amygdalectomies et/ou adénoïdectomies isolées, âge supérieur à 17 ans, niveau 1;01/03/2017
648;03C112;0;7;2841,23;0;0;506,63;;;Amygdalectomies et/ou adénoïdectomies isolées, âge supérieur à 17 ans, niveau 2;01/03/2017
649;03C113;0;0;7082,01;0;0;0;;;Amygdalectomies et/ou adénoïdectomies isolées, âge supérieur à 17 ans, niveau 3;01/03/2017
650;03C114;0;0;12974,46;0;0;0;;;Amygdalectomies et/ou adénoïdectomies isolées, âge supérieur à 17 ans, niveau 4;01/03/2017
651;03C121;0;3;1110,22;0;0;351,54;;;Interventions sur les amygdales et les végétations adénoïdes autres que les amygdalectomies et/ou les adénoïdectomies isolées, âge inférieur à 18 ans, niveau 1;01/03/2017
652;03C122;0;8;2867,94;0;0;458,84;;;Interventions sur les amygdales et les végétations adénoïdes autres que les amygdalectomies et/ou les adénoïdectomies isolées, âge inférieur à 18 ans, niveau 2;01/03/2017
653;03C123;0;0;7316,29;0;0;0;;;Interventions sur les amygdales et les végétations adénoïdes autres que les amygdalectomies et/ou les adénoïdectomies isolées, âge inférieur à 18 ans, niveau 3;01/03/2017
654;03C124;0;0;13403,66;0;0;0;;;Interventions sur les amygdales et les végétations adénoïdes autres que les amygdalectomies et/ou les adénoïdectomies isolées, âge inférieur à 18 ans, niveau 4;01/03/2017
655;03C131;0;4;1524,51;0;0;336,07;;;Interventions sur les amygdales et les végétations adénoïdes autres que les amygdalectomies et/ou les adénoïdectomies isolées, âge supérieur à 17 ans, niveau 1;01/03/2017
656;03C132;0;9;3204,87;0;0;463,88;;;Interventions sur les amygdales et les végétations adénoïdes autres que les amygdalectomies et/ou les adénoïdectomies isolées, âge supérieur à 17 ans, niveau 2;01/03/2017
657;03C133;0;0;9957,17;0;0;0;;;Interventions sur les amygdales et les végétations adénoïdes autres que les amygdalectomies et/ou les adénoïdectomies isolées, âge supérieur à 17 ans, niveau 3;01/03/2017
658;03C134;0;0;18241,85;0;0;0;;;Interventions sur les amygdales et les végétations adénoïdes autres que les amygdalectomies et/ou les adénoïdectomies isolées, âge supérieur à 17 ans, niveau 4;01/03/2017
659;03C141;0;4;610,82;0;0;229,55;;;Drains transtympaniques, âge inférieur à 18 ans, niveau 1;01/03/2017
660;03C142;0;0;2939,99;0;0;0;;;Drains transtympaniques, âge inférieur à 18 ans, niveau 2;01/03/2017
661;03C143;0;0;7036,03;0;0;0;;;Drains transtympaniques, âge inférieur à 18 ans, niveau 3;01/03/2017
662;03C144;0;0;12890,18;0;0;0;;;Drains transtympaniques, âge inférieur à 18 ans, niveau 4;01/03/2017
663;03C14J;0;0;610,82;0;0;0;;;Drains transtympaniques, âge inférieur à 18 ans, en ambulatoire;01/03/2017
664;03C151;0;4;569,45;0;0;233,7;;;Drains transtympaniques, âge supérieur à 17 ans, niveau 1;01/03/2017
665;03C152;0;0;2618,85;0;0;0;;;Drains transtympaniques, âge supérieur à 17 ans, niveau 2;01/03/2017
666;03C153;0;0;6340,86;0;0;0;;;Drains transtympaniques, âge supérieur à 17 ans, niveau 3;01/03/2017
667;03C154;0;0;11482,19;0;0;0;;;Drains transtympaniques, âge supérieur à 17 ans, niveau 4;01/03/2017
668;03C15J;0;0;569,45;0;0;0;;;Drains transtympaniques, âge supérieur à 17 ans, en ambulatoire;01/03/2017
669;03C161;0;5;1808,01;0;0;250,95;;;Autres interventions chirurgicales portant sur les oreilles, le nez, la gorge ou le cou, niveau 1;01/03/2017
670;03C162;0;13;4283,62;0;0;223,54;;;Autres interventions chirurgicales portant sur les oreilles, le nez, la gorge ou le cou, niveau 2;01/03/2017
671;03C163;0;26;7189,61;0;0;247,76;;;Autres interventions chirurgicales portant sur les oreilles, le nez, la gorge ou le cou, niveau 3;01/03/2017
672;03C164;6;61;15861,08;0;5780,98;462,37;;;Autres interventions chirurgicales portant sur les oreilles, le nez, la gorge ou le cou, niveau 4;01/03/2017
673;03C16J;0;0;1808,01;0;0;0;;;Autres interventions chirurgicales portant sur les oreilles, le nez, la gorge ou le cou, en ambulatoire;01/03/2017
674;03C171;0;4;1227,37;0;0;293,93;;;Interventions sur la bouche, niveau 1;01/03/2017
675;03C172;0;10;3178,7;0;0;282,88;;;Interventions sur la bouche, niveau 2;01/03/2017
676;03C173;5;27;7987,67;0;3205,98;649,5;;;Interventions sur la bouche, niveau 3;01/03/2017
677;03C174;0;0;15515,92;0;0;0;;;Interventions sur la bouche, niveau 4;01/03/2017
678;03C17J;0;0;1227,37;0;0;0;;;Interventions sur la bouche, en ambulatoire;01/03/2017
679;03C181;0;4;4967,01;0;0;385,84;;;Pose d'implants cochléaires, niveau 1;01/03/2017
680;03C182;0;6;5738,69;0;0;1133,57;;;Pose d'implants cochléaires, niveau 2;01/03/2017
681;03C183;0;0;14259,53;0;0;0;;;Pose d'implants cochléaires, niveau 3;01/03/2017
682;03C184;0;0;26123,88;0;0;0;;;Pose d'implants cochléaires, niveau 4;01/03/2017
683;03C191;0;5;3861,25;0;0;444,6;;;Ostéotomies de la face, niveau 1;01/03/2017
684;03C192;0;8;5195,05;0;0;838,6;;;Ostéotomies de la face, niveau 2;01/03/2017
685;03C193;0;0;22824,05;0;0;0;;;Ostéotomies de la face, niveau 3;01/03/2017
686;03C194;0;0;41776,01;0;0;0;;;Ostéotomies de la face, niveau 4;01/03/2017
687;03C201;0;3;1894,03;0;0;248,12;;;Interventions de reconstruction de l'oreille moyenne, niveau 1;01/03/2017
688;03C202;0;8;3134,65;0;0;494,33;;;Interventions de reconstruction de l'oreille moyenne, niveau 2;01/03/2017
689;03C203;0;0;12486,01;0;0;0;;;Interventions de reconstruction de l'oreille moyenne, niveau 3;01/03/2017
690;03C204;0;0;22897,25;0;0;0;;;Interventions de reconstruction de l'oreille moyenne, niveau 4;01/03/2017
691;03C20J;0;0;1894,03;0;0;0;;;Interventions de reconstruction de l'oreille moyenne, en ambulatoire;01/03/2017
692;03C211;0;3;1414,77;0;0;787,51;;;Interventions pour oreilles décollées, niveau 1;01/03/2017
693;03C212;0;0;3649,19;0;0;0;;;Interventions pour oreilles décollées, niveau 2;01/03/2017
694;03C213;0;0;8733,31;0;0;0;;;Interventions pour oreilles décollées, niveau 3;01/03/2017
695;03C214;0;0;15999,68;0;0;0;;;Interventions pour oreilles décollées, niveau 4;01/03/2017
