GHS-NRO;CMD-COD;DCS-MCO;GHM-NRO;GHS-LIB;SEU-BAS;SEU-HAU;GHS-PRI;EXB-FORFAIT;EXB-JOURNALIER;EXH-PRI;DAT-EFFET
432;2;C;02C073;Autres interventions extraoculaires, âge inférieur à 18 ans, niveau 3;0;0;8269,49;0;0;0;01/03/2011
433;2;C;02C074;Autres interventions extraoculaires, âge inférieur à 18 ans, niveau 4;0;0;10788,29;0;0;0;01/03/2011
434;2;C;02C07J;Autres interventions extraoculaires, âge inférieur à 18 ans, en ambulatoire;0;0;707,88;0;0;0;01/03/2011
435;2;C;02C081;Autres interventions extraoculaires, âge supérieur à 17 ans, niveau 1;0;4;1555,15;0;0;164,72;01/03/2011
436;2;C;02C082;Autres interventions extraoculaires, âge supérieur à 17 ans, niveau 2;0;20;4190,66;0;0;387,87;01/03/2011
437;2;C;02C083;Autres interventions extraoculaires, âge supérieur à 17 ans, niveau 3;0;31;9273,47;0;0;353,07;01/03/2011
438;2;C;02C084;Autres interventions extraoculaires, âge supérieur à 17 ans, niveau 4;0;39;12098,08;0;0;575,09;01/03/2011
439;2;C;02C08J;Autres interventions extraoculaires, âge supérieur à 17 ans, en ambulatoire;0;0;904,23;0;0;0;01/03/2011
440;2;C;02C091;Allogreffes de cornée, niveau 1;2;8;3914,4;0;213,59;281,78;01/03/2011
441;2;C;02C092;Allogreffes de cornée, niveau 2;0;21;5041,82;0;0;231,14;01/03/2011
442;2;C;02C093;Allogreffes de cornée, niveau 3;0;0;7584,29;0;0;0;01/03/2011
443;2;C;02C094;Allogreffes de cornée, niveau 4;0;0;12360,13;0;0;0;01/03/2011
444;2;C;02C09J;Allogreffes de cornée, en ambulatoire;0;0;3487,22;0;0;0;01/03/2011
445;2;C;02C101;Autres interventions intraoculaires pour affections sévères, niveau 1;3;12;2584,56;0;631,62;242,94;01/03/2011
446;2;C;02C102;Autres interventions intraoculaires pour affections sévères, niveau 2;5;25;5742,79;3158,23;0;430,25;01/03/2011
447;2;C;02C103;Autres interventions intraoculaires pour affections sévères, niveau 3;0;37;13267,42;0;0;657,89;01/03/2011
448;2;C;02C104;Autres interventions intraoculaires pour affections sévères, niveau 4;0;0;17308,55;0;0;0;01/03/2011
449;2;C;02C10J;Autres interventions intraoculaires pour affections sévères, en ambulatoire;0;0;689,7;0;0;0;01/03/2011
450;2;C;02C111;Autres interventions intraoculaires en dehors des affections sévères, niveau 1;0;5;2041,31;0;0;192,43;01/03/2011
451;2;C;02C112;Autres interventions intraoculaires en dehors des affections sévères, niveau 2;0;19;4735,33;0;0;460,51;01/03/2011
452;2;C;02C113;Autres interventions intraoculaires en dehors des affections sévères, niveau 3;0;0;10478,78;0;0;0;01/03/2011
453;2;C;02C114;Autres interventions intraoculaires en dehors des affections sévères, niveau 4;0;0;13670,51;0;0;0;01/03/2011
454;2;C;02C11J;Autres interventions intraoculaires en dehors des affections sévères, en ambulatoire;0;0;751,77;0;0;0;01/03/2011
455;2;C;02C121;Interventions sur le cristallin avec trabéculectomie, niveau 1;0;5;1890,29;0;0;593,51;01/03/2011
456;2;C;02C122;Interventions sur le cristallin avec trabéculectomie, niveau 2;0;0;4111,13;0;0;0;01/03/2011
457;2;C;02C123;Interventions sur le cristallin avec trabéculectomie, niveau 3;0;0;9097,47;0;0;0;01/03/2011
458;2;C;02C124;Interventions sur le cristallin avec trabéculectomie, niveau 4;0;0;11868,48;0;0;0;01/03/2011
459;2;C;02C12J;Interventions sur le cristallin avec trabéculectomie, en ambulatoire;0;0;1890,29;0;0;0;01/03/2011
460;2;C;02C091;Allogreffes de cornée, niveau 1;2;8;2951,94;0;213,59;281,78;01/03/2011
461;2;C;02C092;Allogreffes de cornée, niveau 2;0;21;4079,37;0;0;231,14;01/03/2011
462;2;C;02C093;Allogreffes de cornée, niveau 3;0;0;6621,83;0;0;0;01/03/2011
463;2;C;02C094;Allogreffes de cornée, niveau 4;0;0;11397,67;0;0;0;01/03/2011
464;2;C;02C09J;Allogreffes de cornée, en ambulatoire;0;0;2524,76;0;0;0;01/03/2011
506;2;M;02M021;Hyphéma, niveau 1;0;4;974,51;0;0;163,37;01/03/2011
507;2;M;02M022;Hyphéma, niveau 2;0;15;2771,56;0;0;355,63;01/03/2011
508;2;M;02M023;Hyphéma, niveau 3;0;21;5068,39;0;0;330,15;01/03/2011
509;2;M;02M024;Hyphéma, niveau 4;0;0;6988,34;0;0;0;01/03/2011
510;2;M;02M031;Infections oculaires aiguës sévères, niveau 1;2;10;1951,89;0;669,5;145,6;01/03/2011
511;2;M;02M032;Infections oculaires aiguës sévères, niveau 2;4;20;3421,39;1469,5;0;144,37;01/03/2011
512;2;M;02M033;Infections oculaires aiguës sévères, niveau 3;6;31;5009,42;1588,03;0;299,84;01/03/2011
513;2;M;02M034;Infections oculaires aiguës sévères, niveau 4;0;0;8090,12;0;0;0;01/03/2011
514;2;M;02M041;Affections oculaires d'origine neurologique, niveau 1;0;8;1472,14;0;0;151,3;01/03/2011
515;2;M;02M042;Affections oculaires d'origine neurologique, niveau 2;0;17;2865,25;0;0;147,82;01/03/2011
516;2;M;02M043;Affections oculaires d'origine neurologique, niveau 3;0;26;4195,58;0;0;293,09;01/03/2011
517;2;M;02M044;Affections oculaires d'origine neurologique, niveau 4;0;0;6775,95;0;0;0;01/03/2011
518;2;M;02M04T;Affections oculaires d'origine neurologique, très courte durée;0;0;545,47;0;0;0;01/03/2011
519;2;M;02M051;Autres affections oculaires, âge inférieur à 18 ans, niveau 1;0;4;1068,27;0;0;136,04;01/03/2011
520;2;M;02M052;Autres affections oculaires, âge inférieur à 18 ans, niveau 2;0;14;2428,69;0;0;307,91;01/03/2011
521;2;M;02M053;Autres affections oculaires, âge inférieur à 18 ans, niveau 3;0;0;3556,33;0;0;0;01/03/2011
522;2;M;02M054;Autres affections oculaires, âge inférieur à 18 ans, niveau 4;0;0;5743,53;0;0;0;01/03/2011
523;2;M;02M05T;Autres affections oculaires, âge inférieur à 18 ans, très courte durée;0;0;674,93;0;0;0;01/03/2011
524;2;M;02M071;Autres affections oculaires d'origine diabétique, âge supérieur à 17 ans, niveau 1;2;10;1865,01;0;683,21;120,83;01/03/2011
525;2;M;02M072;Autres affections oculaires d'origine diabétique, âge supérieur à 17 ans, niveau 2;4;20;3253,94;1388,93;0;107,92;01/03/2011
526;2;M;02M073;Autres affections oculaires d'origine diabétique, âge supérieur à 17 ans, niveau 3;4;34;4764,74;1510,8;0;257,31;01/03/2011
527;2;M;02M074;Autres affections oculaires d'origine diabétique, âge supérieur à 17 ans, niveau 4;0;0;7695,16;0;0;0;01/03/2011
528;2;M;02M07T;Autres affections oculaires d'origine diabétique, âge supérieur à 17 ans, très courte durée;0;0;498,58;0;0;0;01/03/2011
529;2;M;02M081;Autres affections oculaires d'origine non diabétique, âge supérieur à 17 ans, niveau 1;0;6;1275,19;0;0;151,51;01/03/2011
530;2;M;02M082;Autres affections oculaires d'origine non diabétique, âge supérieur à 17 ans, niveau 2;0;19;3354,61;0;0;141,53;01/03/2011
531;2;M;02M083;Autres affections oculaires d'origine non diabétique, âge supérieur à 17 ans, niveau 3;0;30;4911,42;0;0;300,9;01/03/2011
532;2;M;02M084;Autres affections oculaires d'origine non diabétique, âge supérieur à 17 ans, niveau 4;0;0;7931,74;0;0;0;01/03/2011
533;2;M;02M08T;Autres affections oculaires d'origine non diabétique, âge supérieur à 17 ans, très courte durée;0;0;429,79;0;0;0;01/03/2011
534;2;M;02M09Z;Explorations et surveillance pour affections de l'oeil;0;0;645,88;0;0;0;01/03/2011
535;2;M;02M10Z;Symptômes et autres recours aux soins de la CMD 02;0;22;2654,88;0;0;219;01/03/2011
536;2;M;02M10T;Symptômes et autres recours aux soins de la CMD 02, très courte durée;0;0;587,1;0;0;0;01/03/2011
624;3;C;03C051;Réparations de fissures labiale et palatine, niveau 1;0;11;4084,45;0;0;647,07;01/03/2011
625;3;C;03C052;Réparations de fissures labiale et palatine, niveau 2;0;13;8854,14;0;0;1267,69;01/03/2011
626;3;C;03C053;Réparations de fissures labiale et palatine, niveau 3;0;0;12756,26;0;0;0;01/03/2011
627;3;C;03C054;Réparations de fissures labiale et palatine, niveau 4;0;0;16221,04;0;0;0;01/03/2011
628;3;C;03C061;Interventions sur les sinus et l'apophyse mastoïde, âge inférieur à 18 ans, niveau 1;0;6;2088,12;0;0;253,77;01/03/2011
629;3;C;03C062;Interventions sur les sinus et l'apophyse mastoïde, âge inférieur à 18 ans, niveau 2;0;17;4879,58;0;0;519,96;01/03/2011
630;3;C;03C063;Interventions sur les sinus et l'apophyse mastoïde, âge inférieur à 18 ans, niveau 3;0;0;11677,89;0;0;0;01/03/2011
631;3;C;03C064;Interventions sur les sinus et l'apophyse mastoïde, âge inférieur à 18 ans, niveau 4;0;0;21394,24;0;0;0;01/03/2011
632;3;C;03C06J;Interventions sur les sinus et l'apophyse mastoïde, âge inférieur à 18 ans, en ambulatoire;0;0;780,57;0;0;0;01/03/2011
633;3;C;03C071;Interventions sur les sinus et l'apophyse mastoïde, âge supérieur à 17 ans, niveau 1;0;5;1891,01;0;0;164,78;01/03/2011
634;3;C;03C072;Interventions sur les sinus et l'apophyse mastoïde, âge supérieur à 17 ans, niveau 2;0;15;3753,69;0;0;237,72;01/03/2011
635;3;C;03C073;Interventions sur les sinus et l'apophyse mastoïde, âge supérieur à 17 ans, niveau 3;4;37;8983,42;5229,73;0;249,14;01/03/2011
636;3;C;03C074;Interventions sur les sinus et l'apophyse mastoïde, âge supérieur à 17 ans, niveau 4;7;67;16457,89;7474,47;0;456,9;01/03/2011
637;3;C;03C07J;Interventions sur les sinus et l'apophyse mastoïde, âge supérieur à 17 ans, en ambulatoire;0;0;1168,36;0;0;0;01/03/2011
638;3;C;03C091;Rhinoplasties, niveau 1;0;5;1666,21;0;0;404,81;01/03/2011
639;3;C;03C092;Rhinoplasties, niveau 2;0;11;4448,53;0;0;734,17;01/03/2011
640;3;C;03C093;Rhinoplasties, niveau 3;0;0;10646,31;0;0;0;01/03/2011
641;3;C;03C094;Rhinoplasties, niveau 4;0;0;19504,36;0;0;0;01/03/2011
642;3;C;03C09J;Rhinoplasties, en ambulatoire;0;0;1317,3;0;0;0;01/03/2011
643;3;C;03C101;Amygdalectomies et/ou adénoïdectomies isolées, âge inférieur à 18 ans, niveau 1;0;0;590,52;0;0;0;01/03/2011
644;3;C;03C102;Amygdalectomies et/ou adénoïdectomies isolées, âge inférieur à 18 ans, niveau 2;0;12;2974,01;0;0;440,59;01/03/2011
645;3;C;03C103;Amygdalectomies et/ou adénoïdectomies isolées, âge inférieur à 18 ans, niveau 3;0;0;7117,47;0;0;0;01/03/2011
646;3;C;03C104;Amygdalectomies et/ou adénoïdectomies isolées, âge inférieur à 18 ans, niveau 4;0;0;13039,42;0;0;0;01/03/2011
647;3;C;03C111;Amygdalectomies et/ou adénoïdectomies isolées, âge supérieur à 17 ans, niveau 1;0;5;1139,96;0;0;237,39;01/03/2011
648;3;C;03C112;Amygdalectomies et/ou adénoïdectomies isolées, âge supérieur à 17 ans, niveau 2;0;12;3049,85;0;0;475,07;01/03/2011
649;3;C;03C113;Amygdalectomies et/ou adénoïdectomies isolées, âge supérieur à 17 ans, niveau 3;0;0;7298,97;0;0;0;01/03/2011
650;3;C;03C114;Amygdalectomies et/ou adénoïdectomies isolées, âge supérieur à 17 ans, niveau 4;0;0;13371,93;0;0;0;01/03/2011
651;3;C;03C121;Interventions sur les amygdales et les végétations adénoïdes autres que les amygdalectomies et/ou les adénoïdectomies isolées, âge inférieur à 18 ans, niveau 1;0;4;1167,73;0;0;154,75;01/03/2011
652;3;C;03C122;Interventions sur les amygdales et les végétations adénoïdes autres que les amygdalectomies et/ou les adénoïdectomies isolées, âge inférieur à 18 ans, niveau 2;0;15;3151,3;0;0;389,98;01/03/2011
653;3;C;03C123;Interventions sur les amygdales et les végétations adénoïdes autres que les amygdalectomies et/ou les adénoïdectomies isolées, âge inférieur à 18 ans, niveau 3;0;0;7541,76;0;0;0;01/03/2011
654;3;C;03C124;Interventions sur les amygdales et les végétations adénoïdes autres que les amygdalectomies et/ou les adénoïdectomies isolées, âge inférieur à 18 ans, niveau 4;0;0;13816,73;0;0;0;01/03/2011
655;3;C;03C131;Interventions sur les amygdales et les végétations adénoïdes autres que les amygdalectomies et/ou les adénoïdectomies isolées, âge supérieur à 17 ans, niveau 1;2;6;1686,76;0;261,72;409,82;01/03/2011
656;3;C;03C132;Interventions sur les amygdales et les végétations adénoïdes autres que les amygdalectomies et/ou les adénoïdectomies isolées, âge supérieur à 17 ans, niveau 2;0;12;4288,78;0;0;670,12;01/03/2011
657;3;C;03C133;Interventions sur les amygdales et les végétations adénoïdes autres que les amygdalectomies et/ou les adénoïdectomies isolées, âge supérieur à 17 ans, niveau 3;0;0;10263,99;0;0;0;01/03/2011
658;3;C;03C134;Interventions sur les amygdales et les végétations adénoïdes autres que les amygdalectomies et/ou les adénoïdectomies isolées, âge supérieur à 17 ans, niveau 4;0;0;18803,95;0;0;0;01/03/2011
659;3;C;03C141;Drains transtympaniques, âge inférieur à 18 ans, niveau 1;0;0;622,78;0;0;0;01/03/2011
660;3;C;03C142;Drains transtympaniques, âge inférieur à 18 ans, niveau 2;0;0;2997,03;0;0;0;01/03/2011
661;3;C;03C143;Drains transtympaniques, âge inférieur à 18 ans, niveau 3;0;0;7172,56;0;0;0;01/03/2011
662;3;C;03C144;Drains transtympaniques, âge inférieur à 18 ans, niveau 4;0;0;13140,33;0;0;0;01/03/2011
663;3;C;03C14J;Drains transtympaniques, âge inférieur à 18 ans, en ambulatoire;0;0;622,78;0;0;0;01/03/2011
664;3;C;03C151;Drains transtympaniques, âge supérieur à 17 ans, niveau 1;0;5;627,19;0;0;409,82;01/03/2011
665;3;C;03C152;Drains transtympaniques, âge supérieur à 17 ans, niveau 2;0;0;2723,3;0;0;0;01/03/2011
666;3;C;03C153;Drains transtympaniques, âge supérieur à 17 ans, niveau 3;0;0;6517,46;0;0;0;01/03/2011
667;3;C;03C154;Drains transtympaniques, âge supérieur à 17 ans, niveau 4;0;0;11940,18;0;0;0;01/03/2011
668;3;C;03C15J;Drains transtympaniques, âge supérieur à 17 ans, en ambulatoire;0;0;627,19;0;0;0;01/03/2011
669;3;C;03C161;Autres interventions chirurgicales portant sur les oreilles, le nez, la gorge ou le cou, niveau 1;2;7;2310,85;0;605,3;210,06;01/03/2011
670;3;C;03C162;Autres interventions chirurgicales portant sur les oreilles, le nez, la gorge ou le cou, niveau 2;0;23;5671,82;0;0;267,38;01/03/2011
671;3;C;03C163;Autres interventions chirurgicales portant sur les oreilles, le nez, la gorge ou le cou, niveau 3;4;44;11286,77;5614,95;0;416,56;01/03/2011
672;3;C;03C164;Autres interventions chirurgicales portant sur les oreilles, le nez, la gorge ou le cou, niveau 4;12;69;21700,85;10414,08;0;583,15;01/03/2011
673;3;C;03C16J;Autres interventions chirurgicales portant sur les oreilles, le nez, la gorge ou le cou, en ambulatoire;0;0;1100,24;0;0;0;01/03/2011
674;3;C;03C171;Interventions sur la bouche, niveau 1;0;5;1467,98;0;0;155,72;01/03/2011
675;3;C;03C172;Interventions sur la bouche, niveau 2;0;17;3400,22;0;0;373,84;01/03/2011
676;3;C;03C173;Interventions sur la bouche, niveau 3;5;27;8799,29;5399,07;0;606,52;01/03/2011
677;3;C;03C174;Interventions sur la bouche, niveau 4;0;0;16120,55;0;0;0;01/03/2011
678;3;C;03C17J;Interventions sur la bouche, en ambulatoire;0;0;809,96;0;0;0;01/03/2011
679;3;C;03C181;Pose d'implants cochléaires, niveau 1;2;7;5408,3;0;901,39;244,19;01/03/2011
680;3;C;03C182;Pose d'implants cochléaires, niveau 2;0;10;6140,85;0;0;1128,23;01/03/2011
681;3;C;03C183;Pose d'implants cochléaires, niveau 3;0;0;14696,38;0;0;0;01/03/2011
682;3;C;03C184;Pose d'implants cochléaires, niveau 4;0;0;26924,21;0;0;0;01/03/2011
683;3;C;03C191;Ostéotomies de la face, niveau 1;2;8;4016,12;0;669,36;365,92;01/03/2011
684;3;C;03C192;Ostéotomies de la face, niveau 2;4;24;9870,72;5854,6;0;750,09;01/03/2011
685;3;C;03C193;Ostéotomies de la face, niveau 3;0;0;23622,83;0;0;0;01/03/2011
686;3;C;03C194;Ostéotomies de la face, niveau 4;0;0;43277,73;0;0;0;01/03/2011
687;3;C;03C201;Interventions de reconstruction de l'oreille moyenne, niveau 1;0;5;2071,6;0;0;357,73;01/03/2011
688;3;C;03C202;Interventions de reconstruction de l'oreille moyenne, niveau 2;0;11;4449,18;0;0;724,46;01/03/2011
689;3;C;03C203;Interventions de reconstruction de l'oreille moyenne, niveau 3;0;0;12853,12;0;0;0;01/03/2011
690;3;C;03C204;Interventions de reconstruction de l'oreille moyenne, niveau 4;0;0;23547,3;0;0;0;01/03/2011
691;3;C;03C20J;Interventions de reconstruction de l'oreille moyenne, en ambulatoire;0;0;1405,92;0;0;0;01/03/2011
692;3;C;03C211;Interventions pour oreilles décollées, niveau 1;0;3;1444,38;0;0;736,76;01/03/2011
693;3;C;03C212;Interventions pour oreilles décollées, niveau 2;0;0;3760,98;0;0;0;01/03/2011
694;3;C;03C213;Interventions pour oreilles décollées, niveau 3;0;0;9000,86;0;0;0;01/03/2011
695;3;C;03C214;Interventions pour oreilles décollées, niveau 4;0;0;16489,84;0;0;0;01/03/2011
696;3;C;03C21J;Interventions pour oreilles décollées, en ambulatoire;0;0;1444,38;0;0;0;01/03/2011
697;3;C;03C22J;Interventions sur les amygdales et les végétations adénoïdes, en ambulatoire;0;0;590,52;0;0;0;01/03/2011
698;3;C;03C241;Interventions sur les glandes salivaires, niveau 1;2;8;2989,93;0;969,21;127,25;01/03/2011
699;3;C;03C242;Interventions sur les glandes salivaires, niveau 2;0;14;4222,32;0;0;490,22;01/03/2011
700;3;C;03C243;Interventions sur les glandes salivaires, niveau 3;0;26;10104,94;0;0;721,78;01/03/2011
701;3;C;03C244;Interventions sur les glandes salivaires, niveau 4;0;0;18512,55;0;0;0;01/03/2011
702;3;C;03C24J;Interventions sur les glandes salivaires, en ambulatoire;0;0;1051,5;0;0;0;01/03/2011
703;3;C;03C251;Interventions majeures sur la tête et le cou, niveau 1;8;42;11509,68;0;1122,71;207,87;01/03/2011
704;3;C;03C252;Interventions majeures sur la tête et le cou, niveau 2;9;56;14419,86;2910,18;0;258,02;01/03/2011
705;3;C;03C253;Interventions majeures sur la tête et le cou, niveau 3;9;74;20237,51;5817,65;0;184,69;01/03/2011
706;3;C;03C254;Interventions majeures sur la tête et le cou, niveau 4;11;90;23192,53;2955,02;0;482,75;01/03/2011
707;3;C;03C261;Autres interventions sur la tête et le cou, niveau 1;4;17;5449,76;0;933,97;214,32;01/03/2011
708;3;C;03C262;Autres interventions sur la tête et le cou, niveau 2;6;32;8664,52;3214,76;0;334,34;01/03/2011
709;3;C;03C263;Autres interventions sur la tête et le cou, niveau 3;8;47;13679,6;5015,08;0;538,24;01/03/2011
710;3;C;03C264;Autres interventions sur la tête et le cou, niveau 4;11;62;27239,32;13559,72;0;810,93;01/03/2011
711;3;C;03C05T;Réparations de fissures labiale et palatine, très courte durée;0;0;2276,38;0;0;0;01/03/2011
815;3;N;03K021;Affections de la bouche et des dents avec certaines extractions, réparations et prothèses dentaires, niveau 1;0;3;921,83;0;0;332,49;01/03/2011
816;3;N;03K022;Affections de la bouche et des dents avec certaines extractions, réparations et prothèses dentaires, niveau 2;0;14;4579,19;0;0;580,89;01/03/2011
817;3;N;03K023;Affections de la bouche et des dents avec certaines extractions, réparations et prothèses dentaires, niveau 3;0;0;7540,06;0;0;0;01/03/2011
818;3;N;03K024;Affections de la bouche et des dents avec certaines extractions, réparations et prothèses dentaires, niveau 4;0;0;10304,7;0;0;0;01/03/2011
819;3;N;03K02J;Affections de la bouche et des dents avec certaines extractions, réparations et prothèses dentaires, en ambulatoire;0;0;921,83;0;0;0;01/03/2011
820;3;M;03K03J;Séjours comprenant une endoscopie oto-rhino-laryngologique, en ambulatoire;0;0;687,35;0;0;0;01/03/2011
821;3;M;03K04J;Séjours comprenant certains actes non opératoires de la CMD 03, en ambulatoire;0;0;518,73;0;0;0;01/03/2011
822;3;C;03M021;Traumatismes et déformations du nez, niveau 1;0;3;816,3;0;0;92,73;01/03/2011
823;3;C;03M022;Traumatismes et déformations du nez, niveau 2;0;14;1836,32;0;0;130,64;01/03/2011
824;3;C;03M023;Traumatismes et déformations du nez, niveau 3;0;21;2750,79;0;0;236,06;01/03/2011
825;3;C;03M024;Traumatismes et déformations du nez, niveau 4;0;0;5236,46;0;0;0;01/03/2011
826;3;M;03M031;Otites moyennes et autres infections des voies aériennes supérieures, âge inférieur à 18 ans, niveau 1;0;6;1414,68;0;0;198,88;01/03/2011
